Cluster-1	total=29	enrichmentScore=3.0701007774592215	phaseStdDev=2.005629377762261	"Mitochondrion,Transit peptide,MitochondrionAnnotation Cluster 1"	Enrichment Score: 3.0701007774592215								
GOTERM_MF_DIRECT	GO:0008237~metallopeptidase activity	3	0.432276657	0.755363722	0.269093333	4.657305955	"FBtr0082245, FBtr0343641, FBtr0083292"	507	49	9284	1.121120638	1	1
UP_KEYWORDS	Protease	9	1.296829971	0.997842666	0.620271222	2.923107145	"FBtr0088879, FBtr0082245, FBtr0085551, FBtr0343641, FBtr0085362, FBtr0083292, FBtr0082181, FBtr0345229, FBtr0339181"	694	362	13921	0.498706354	1	0.997842666
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0345229	Dip-B-RD	2.31513	0.009609	2.2	FlyBase Dip-B-RD	Figure for Dip-B-RD							
FBtr0085362	CG11842-RA	0.777056	0.044367	22.4	FlyBase CG11842-RA	Figure for CG11842-RA							
FBtr0088879	CG2915-RA	1.001862	0.021439	0.4	FlyBase CG2915-RA	Figure for CG2915-RA							
FBtr0083292	CSN5-RA	0.322227	0.011589	19.4	FlyBase CSN5-RA	Figure for CSN5-RA							
FBtr0082245	Timp-RB	1.578776	0.03296	22.8	FlyBase Timp-RB	Figure for Timp-RB							
FBtr0082181	Invadolysin-RA	2.393776	0.014377	2	FlyBase Invadolysin-RA	Figure for Invadolysin-RA							
FBtr0085551	Tace-RA	1.239449	0.017597	23.9	FlyBase Tace-RA	Figure for Tace-RA							
FBtr0339181	Sp7-RF	0.569963	0.039811	1.9	FlyBase Sp7-RF	Figure for Sp7-RF							
FBtr0343641	Ance-3-RC	0.506293	0.048926	6.6	FlyBase Ance-3-RC	Figure for Ance-3-RC							
													
Cluster-31	total=3	enrichmentScore=0.4481223609853718	phaseStdDev=3.657785614935748	"AMP-binding, conserved site,Domain of unknown function DUF4009,AMP-dependent synthetase/ligaseAnnotation Cluster 31"	Enrichment Score: 0.4481223609853718								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
INTERPRO	"IPR020845:AMP-binding, conserved site"	3	0.432276657	0.263985739	6.011218333	3.657785615	"FBtr0088699, FBtr0075078, FBtr0078413"	611	18	10984	2.996181124	1	1
INTERPRO	IPR025110:Domain of unknown function DUF4009	3	0.432276657	0.36798472	6.011218333	3.657785615	"FBtr0088699, FBtr0075078, FBtr0078413"	611	23	10984	2.344837401	1	1
INTERPRO	IPR000873:AMP-dependent synthetase/ligase	3	0.432276657	0.465824863	6.011218333	3.657785615	"FBtr0088699, FBtr0075078, FBtr0078413"	611	28	10984	1.926116437	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0075078	CG3961-RC	1.245203	0.023178	1.5	FlyBase CG3961-RC	Figure for CG3961-RC							
FBtr0088699	Acsl-RA	2.329026	0.009609	10.5	FlyBase Acsl-RA	Figure for Acsl-RA							
FBtr0078413	AcCoAS-RA	0.814103	0.034536	6	FlyBase AcCoAS-RA	Figure for AcCoAS-RA							
													
Cluster-32	total=28	enrichmentScore=0.4433618128355387	phaseStdDev=5.284819104488025	"Proton acceptor,Serine/threonine-protein kinase,Protein kinase,FoxO signaling pathway,ATP,ATP,Wnt signaling pathwayAnnotation Cluster 32"	Enrichment Score: 0.4433618128355387								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
UP_SEQ_FEATURE	active site:Proton acceptor	13	1.873198847	0.056506485	3.968017294	4.983677594	"FBtr0071168, FBtr0300379, FBtr0340120, FBtr0074748, FBtr0072470, FBtr0100589, FBtr0300982, FBtr0333673, FBtr0335276, FBtr0302185, FBtr0333229, FBtr0333218, FBtr0079148, FBtr0079841, FBtr0072954, FBtr0079437, FBtr0071313"	196	116	3113	1.779952498	1	1
UP_KEYWORDS	Serine/threonine-protein kinase	10	1.44092219	0.154233011	2.940804154	5.472969126	"FBtr0110922, FBtr0300379, FBtr0340120, FBtr0072470, FBtr0300982, FBtr0299929, FBtr0333673, FBtr0302185, FBtr0333218, FBtr0333914, FBtr0079437, FBtr0071313, FBtr0336459"	694	122	13921	1.644186706	1	0.850074967
UP_SEQ_FEATURE	domain:Protein kinase	7	1.008645533	0.431802223	4.5789711	5.309766945	"FBtr0333673, FBtr0300379, FBtr0340120, FBtr0335276, FBtr0302185, FBtr0072470, FBtr0333218, FBtr0300982, FBtr0079437, FBtr0071313"	196	84	3113	1.323554422	1	1
KEGG_PATHWAY	dme04068:FoxO signaling pathway	5	0.720461095	0.441131872	3.493092857	6.692692759	"FBtr0340120, FBtr0072470, FBtr0333218, FBtr0300982, FBtr0079307, FBtr0071313, FBtr0086701"	179	52	2737	1.470240653	1	1
UP_SEQ_FEATURE	binding site:ATP	7	1.008645533	0.634412874	4.5789711	5.309766945	"FBtr0333673, FBtr0300379, FBtr0340120, FBtr0335276, FBtr0302185, FBtr0072470, FBtr0333218, FBtr0300982, FBtr0079437, FBtr0071313"	196	103	3113	1.079403606	1	1
UP_SEQ_FEATURE	nucleotide phosphate-binding region:ATP	11	1.585014409	0.798202499	2.298304571	5.865649609	"FBtr0300379, FBtr0340120, FBtr0072470, FBtr0071280, FBtr0300982, FBtr0089734, FBtr0333673, FBtr0335276, FBtr0302185, FBtr0333218, FBtr0077189, FBtr0072117, FBtr0079437, FBtr0071313"	196	196	3113	0.891373386	1	1
KEGG_PATHWAY	dme04310:Wnt signaling pathway	4	0.576368876	0.937245367	-0.9924616	1.382903069	"FBtr0333673, FBtr0300379, FBtr0302185, FBtr0300982, FBtr0070127"	179	89	2737	0.687213609	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0079437	ninaC-RA	2.628441	0.008018	10.4	FlyBase ninaC-RA	Figure for ninaC-RA							
FBtr0300379	CaMKII-RJ	2.311701	0.008018	22.2	FlyBase CaMKII-RJ	Figure for CaMKII-RJ							
FBtr0079307	homer-RB	0.833441	0.040404	21.9	FlyBase homer-RB	Figure for homer-RB							
FBtr0074748	Zw-RA	0.865921	0.034063	7.7	FlyBase Zw-RA	Figure for Zw-RA							
FBtr0333229	Gpdh1-RF	1.206257	0.017597	4.2	FlyBase Gpdh1-RF	Figure for Gpdh1-RF							
FBtr0086701	Pepck-RA	0.545392	0.042001	18	FlyBase Pepck-RA	Figure for Pepck-RA							
FBtr0070127	SkpA-RC	1.108338	0.043022	20.7	FlyBase SkpA-RC	Figure for SkpA-RC							
FBtr0300982	bsk-RE	1.015618	NOTEST	0.2	FlyBase bsk-RE	Figure for bsk-RE							
FBtr0071280	l(1)G0020-RA	1.401382	0.030408	21.8	FlyBase l(1)G0020-RA	Figure for l(1)G0020-RA							
FBtr0335276	Src42A-RB	2.622639	0.005379	4.7	FlyBase Src42A-RB	Figure for Src42A-RB							
FBtr0072954	Pxn-RE	0.910893	0.027401	19.5	FlyBase Pxn-RE	Figure for Pxn-RE							
FBtr0340120	Dsor1-RB	0.816847	0.035493	23.6	FlyBase Dsor1-RB	Figure for Dsor1-RB							
FBtr0071313	Dsor1-RA	0.838371	0.036061	11.2	FlyBase Dsor1-RA	Figure for Dsor1-RA							
FBtr0302185	sgg-RO	0.472353	0.034536	0.2	FlyBase sgg-RO	Figure for sgg-RO							
FBtr0299929	sqa-RB	1.064147	0.03782	2.3	FlyBase sqa-RB	Figure for sqa-RB							
FBtr0333218	Pdk1-RJ	1.289345	0.018529	9.8	FlyBase Pdk1-RJ	Figure for Pdk1-RJ							
FBtr0079148	Gpdh1-RA	0.863861	0.042671	6.7	FlyBase Gpdh1-RA	Figure for Gpdh1-RA							
FBtr0072117	bw-RA	1.963185	0	22.1	FlyBase bw-RA	Figure for bw-RA							
FBtr0077189	Rpt6-RA	0.894569	0.031588	21.6	FlyBase Rpt6-RA	Figure for Rpt6-RA							
FBtr0089734	r-RA	2.226534	0.009609	17	FlyBase r-RA	Figure for r-RA							
FBtr0072470	Pdk1-RB	1.236206	0.037102	11.6	FlyBase Pdk1-RB	Figure for Pdk1-RB							
FBtr0333673	CaMKII-RK	1.019696	NOTEST	23.7	FlyBase CaMKII-RK	Figure for CaMKII-RK							
FBtr0071168	Trxr-1-RB	1.093512	0.03296	21.8	FlyBase Trxr-1-RB	Figure for Trxr-1-RB							
FBtr0336459	CG31145-RF	2.612241	0.005379	19.5	FlyBase CG31145-RF	Figure for CG31145-RF							
FBtr0333914	CG17698-RF	0.983639	0.040404	21.9	FlyBase CG17698-RF	Figure for CG17698-RF							
FBtr0100589	Adh-RC	1.038595	0.042001	6.3	FlyBase Adh-RC	Figure for Adh-RC							
FBtr0079841	GlcAT-S-RA	0.72181	0.036727	3.6	FlyBase GlcAT-S-RA	Figure for GlcAT-S-RA							
FBtr0110922	Eip63E-RH	1.064194	NOTEST	1.4	FlyBase Eip63E-RH	Figure for Eip63E-RH							
													
Cluster-33	total=14	enrichmentScore=0.4376664543594389	phaseStdDev=4.907656873644541	"tricarboxylic acid cycle,Citrate cycle (TCA cycle),Carbon metabolism,Biosynthesis of antibioticsAnnotation Cluster 33"	Enrichment Score: 0.4376664543594389								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
GOTERM_BP_DIRECT	GO:0006099~tricarboxylic acid cycle	5	0.720461095	0.157710477	-0.7583406	2.975444211	"FBtr0083563, FBtr0113290, FBtr0335276, FBtr0086156, FBtr0073151"	566	41	10996	2.369214858	1	1
KEGG_PATHWAY	dme00020:Citrate cycle (TCA cycle)	5	0.720461095	0.305150214	-2.8994656	1.971641854	"FBtr0083563, FBtr0113290, FBtr0086156, FBtr0073151, FBtr0086701"	179	43	2737	1.777965441	1	1
KEGG_PATHWAY	dme01200:Carbon metabolism	8	1.152737752	0.58199051	1.266045375	4.261182181	"FBtr0083563, FBtr0100482, FBtr0113290, FBtr0086156, FBtr0074748, FBtr0073151, FBtr0078413, FBtr0301708"	179	110	2737	1.112036567	1	1
KEGG_PATHWAY	dme01130:Biosynthesis of antibiotics	12	1.729106628	0.633934014	0.6702745	5.149642002	"FBtr0083563, FBtr0079263, FBtr0100482, FBtr0113290, FBtr0086156, FBtr0074748, FBtr0073151, FBtr0078413, FBtr0113694, FBtr0100589, FBtr0076501, FBtr0086701"	179	180	2737	1.019366853	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0301708	Men-b-RC	0.991089	0.024683	22.9	FlyBase Men-b-RC	Figure for Men-b-RC							
FBtr0079263	CG9547-RA	0.984966	0.013115	18.5	FlyBase CG9547-RA	Figure for CG9547-RA							
FBtr0086701	Pepck-RA	0.545392	0.042001	18	FlyBase Pepck-RA	Figure for Pepck-RA							
FBtr0100482	Pglym78-RB	0.937904	0.03782	6	FlyBase Pglym78-RB	Figure for Pglym78-RB							
FBtr0076501	UGP-RA	0.415567	0.055452	6.4	FlyBase UGP-RA	Figure for UGP-RA							
FBtr0086156	SdhB-RA	0.68163	0.014377	22.2	FlyBase SdhB-RA	Figure for SdhB-RA							
FBtr0083563	Mdh2-RA	-0.027877	0.051863	24	FlyBase Mdh2-RA	Figure for Mdh2-RA							
FBtr0078413	AcCoAS-RA	0.814103	0.034536	6	FlyBase AcCoAS-RA	Figure for AcCoAS-RA							
FBtr0074748	Zw-RA	0.865921	0.034063	7.7	FlyBase Zw-RA	Figure for Zw-RA							
FBtr0335276	Src42A-RB	2.622639	0.005379	4.7	FlyBase Src42A-RB	Figure for Src42A-RB							
FBtr0100589	Adh-RC	1.038595	0.042001	6.3	FlyBase Adh-RC	Figure for Adh-RC							
FBtr0113694	Gfat1-RH	1.488446	0.02813	19.6	FlyBase Gfat1-RH	Figure for Gfat1-RH							
FBtr0073151	Scsalpha-RA	0.497077	0.048636	20.5	FlyBase Scsalpha-RA	Figure for Scsalpha-RA							
FBtr0113290	CG5028-RC	0.453024	0.011589	20.9	FlyBase CG5028-RC	Figure for CG5028-RC							
													
Cluster-34	total=15	enrichmentScore=0.42601357484328883	phaseStdDev=3.5395882039969524	"catalytic step 2 spliceosome,mRNA splicing, via spliceosome,precatalytic spliceosomeAnnotation Cluster 34"	Enrichment Score: 0.42601357484328883								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
GOTERM_CC_DIRECT	GO:0071013~catalytic step 2 spliceosome	10	1.44092219	0.30187499	0.388784	4.02597019	"FBtr0082594, FBtr0075209, FBtr0071350, FBtr0084671, FBtr0074847, FBtr0079264, FBtr0305149, FBtr0082803, FBtr0346637, FBtr0076843"	561	130	10026	1.374742904	1	1
GOTERM_BP_DIRECT	"GO:0000398~mRNA splicing, via spliceosome"	14	2.017291066	0.378057967	0.488601357	3.517099241	"FBtr0075209, FBtr0071350, FBtr0305149, FBtr0082803, FBtr0346637, FBtr0082594, FBtr0084671, FBtr0079264, FBtr0339103, FBtr0333369, FBtr0077966, FBtr0346192, FBtr0333568, FBtr0076843"	566	226	10996	1.203477282	1	1
GOTERM_CC_DIRECT	GO:0071011~precatalytic spliceosome	10	1.44092219	0.461927424	0.4206104	3.886955056	"FBtr0082594, FBtr0075209, FBtr0071350, FBtr0079264, FBtr0305149, FBtr0082803, FBtr0333369, FBtr0077966, FBtr0346637, FBtr0076843"	561	150	10026	1.19144385	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0079264	Phf5a-RA	1.409463	0.018529	22.2	FlyBase Phf5a-RA	Figure for Phf5a-RA							
FBtr0339103	CG44249-RA	1.038529	0.042671	22.5	FlyBase CG44249-RA	Figure for CG44249-RA							
FBtr0082594	CG5641-RA	1.129723	0.040404	19.9	FlyBase CG5641-RA	Figure for CG5641-RA							
FBtr0077966	CG4887-RA	0.520067	0.035105	23.6	FlyBase CG4887-RA	Figure for CG4887-RA							
FBtr0305149	Imp-RK	1.630634	0.014377	8.8	FlyBase Imp-RK	Figure for Imp-RK							
FBtr0084671	CG13625-RA	1.232939	0.033575	1.2	FlyBase CG13625-RA	Figure for CG13625-RA							
FBtr0346192	heph-RZ	0.912988	0.044367	4.3	FlyBase heph-RZ	Figure for heph-RZ							
FBtr0075209	U4-U6-60K-RA	1.023607	0.034063	23.9	FlyBase U4-U6-60K-RA	Figure for U4-U6-60K-RA							
FBtr0074847	FRG1-RA	2.147625	0.005379	20.5	FlyBase FRG1-RA	Figure for FRG1-RA							
FBtr0071350	Bx42-RA	0.286017	0.052724	21.4	FlyBase Bx42-RA	Figure for Bx42-RA							
FBtr0346637	qkr58E-1-RD	0.809484	0.029055	6.6	FlyBase qkr58E-1-RD	Figure for qkr58E-1-RD							
FBtr0333568	CG11586-RB	1.101716	0.041225	22.7	FlyBase CG11586-RB	Figure for CG11586-RB							
FBtr0082803	B52-RD	1.090746	0.042001	22.9	FlyBase B52-RD	Figure for B52-RD							
FBtr0076843	lark-RC	0.986081	0.03836	0.4	FlyBase lark-RC	Figure for lark-RC							
FBtr0333369	Cdc27-RB	0.612997	0.046447	22.4	FlyBase Cdc27-RB	Figure for Cdc27-RB							
													
Cluster-35	total=7	enrichmentScore=0.4079255309354625	phaseStdDev=4.710785639925944	"Cell junction,Synapse,cell junctionAnnotation Cluster 35"	Enrichment Score: 0.4079255309354625								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
UP_KEYWORDS	Cell junction	7	1.008645533	0.308578811	1.297568286	4.71078564	"FBtr0071035, FBtr0302185, FBtr0333835, FBtr0081180, FBtr0071207, FBtr0075542, FBtr0344874"	694	92	13921	1.526234181	1	0.948
UP_KEYWORDS	Synapse	5	0.720461095	0.372592266	-0.9473346	3.66262336	"FBtr0302185, FBtr0333835, FBtr0081180, FBtr0075542, FBtr0344874"	694	62	13921	1.617667565	1	0.948
GOTERM_CC_DIRECT	GO:0030054~cell junction	5	0.720461095	0.51954536	-0.9473346	3.66262336	"FBtr0302185, FBtr0333835, FBtr0081180, FBtr0075542, FBtr0344874"	561	67	10026	1.333705803	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0071035	Inx7-RA	0.790828	0.052189	6.7	FlyBase Inx7-RA	Figure for Inx7-RA							
FBtr0081180	hook-RA	-0.124825	0.038871	22.1	FlyBase hook-RA	Figure for hook-RA							
FBtr0071207	Nrg-RA	0.50197	0.057192	7.1	FlyBase Nrg-RA	Figure for Nrg-RA							
FBtr0344874	Ekar-RD	0.611627	0.043959	21.1	FlyBase Ekar-RD	Figure for Ekar-RD							
FBtr0302185	sgg-RO	0.472353	0.034536	0.2	FlyBase sgg-RO	Figure for sgg-RO							
FBtr0333835	Rdl-RF	1.63565	0.008018	5.4	FlyBase Rdl-RF	Figure for Rdl-RF							
FBtr0075542	fwe-RA	0.099005	0.033575	18.5	FlyBase fwe-RA	Figure for fwe-RA							
													
Cluster-36	total=9	enrichmentScore=0.3908836952611734	phaseStdDev=3.340679805474055	"Golgi membrane,Golgi apparatus,LumenalAnnotation Cluster 36"	Enrichment Score: 0.3908836952611734								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
GOTERM_CC_DIRECT	GO:0000139~Golgi membrane	9	1.296829971	0.296366076	0.016435222	3.340679805	"FBtr0331760, FBtr0331759, FBtr0084409, FBtr0082624, FBtr0084629, FBtr0072812, FBtr0079841, FBtr0336459, FBtr0086119"	561	113	10026	1.42340637	1	1
UP_KEYWORDS	Golgi apparatus	8	1.152737752	0.299653341	0.211541375	3.494647559	"FBtr0331760, FBtr0331759, FBtr0082624, FBtr0084629, FBtr0072812, FBtr0079841, FBtr0336459, FBtr0086119"	694	109	13921	1.472225894	1	0.948
UP_SEQ_FEATURE	topological domain:Lumenal	4	0.576368876	0.756660913	-0.039786	2.127202291	"FBtr0331759, FBtr0084629, FBtr0079841, FBtr0086119"	196	62	3113	1.024687294	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0084409	Sec13-RA	0.801524	0.049238	22.5	FlyBase Sec13-RA	Figure for Sec13-RA							
FBtr0072812	alphaCOP-RA	1.227777	0.040178	2.6	FlyBase alphaCOP-RA	Figure for alphaCOP-RA							
FBtr0331760	sog-RB	1.141983	0.023884	6.6	FlyBase sog-RB	Figure for sog-RB							
FBtr0082624	Cog1-RA	3.288454	0	21.1	FlyBase Cog1-RA	Figure for Cog1-RA							
FBtr0336459	CG31145-RF	2.612241	0.005379	19.5	FlyBase CG31145-RF	Figure for CG31145-RF							
FBtr0084629	Golgin84-RA	0.754513	0.043959	23.4	FlyBase Golgin84-RA	Figure for Golgin84-RA							
FBtr0086119	PGAP3-RB	1.132166	0.02813	22.7	FlyBase PGAP3-RB	Figure for PGAP3-RB							
FBtr0079841	GlcAT-S-RA	0.72181	0.036727	3.6	FlyBase GlcAT-S-RA	Figure for GlcAT-S-RA							
FBtr0331759	alpha-Man-Ia-RP	0.705316	0.048262	22.1	FlyBase alpha-Man-Ia-RP	Figure for alpha-Man-Ia-RP							
													
Cluster-37	total=8	enrichmentScore=0.39013861798711347	phaseStdDev=4.352458706780254	"Src homology-3 domain,SH3,SH3 domainAnnotation Cluster 37"	Enrichment Score: 0.39013861798711347								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
INTERPRO	IPR001452:Src homology-3 domain	6	0.864553314	0.348391422	-1.4173025	4.352458707	"FBtr0335276, FBtr0309276, FBtr0343286, FBtr0113422, FBtr0089975, FBtr0081356, FBtr0081357, FBtr0344833"	611	70	10984	1.540893149	1	1
SMART	SM00326:SH3	5	0.720461095	0.437048918	-1.704858429	4.581338284	"FBtr0335276, FBtr0309276, FBtr0113422, FBtr0089975, FBtr0081356, FBtr0081357, FBtr0344833"	289	61	5218	1.479947813	1	1
UP_KEYWORDS	SH3 domain	4	0.576368876	0.443595001	-1.1249528	3.14462529	"FBtr0335276, FBtr0309276, FBtr0113422, FBtr0089975, FBtr0344833"	694	49	13921	1.63747574	1	0.948
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0081356	RtGEF-RA	1.443898	0.018529	3.6	FlyBase RtGEF-RA	Figure for RtGEF-RA							
FBtr0343286	Unc-89-RG	1.118716	0.029757	0.6	FlyBase Unc-89-RG	Figure for Unc-89-RG							
FBtr0113422	IRSp53-RB	0.801162	0.048636	20.9	FlyBase IRSp53-RB	Figure for IRSp53-RB							
FBtr0344833	IRSp53-RE	1.514156	0.033575	20.9	FlyBase IRSp53-RE	Figure for IRSp53-RE							
FBtr0309276	nwk-RB	0.559104	0.054038	23.7	FlyBase nwk-RB	Figure for nwk-RB							
FBtr0081357	RtGEF-RB	2.035372	NOTEST	14.1	FlyBase RtGEF-RB	Figure for RtGEF-RB							
FBtr0335276	Src42A-RB	2.622639	0.005379	4.7	FlyBase Src42A-RB	Figure for Src42A-RB							
FBtr0089975	sdt-RD	2.538139	0.009609	20.1	FlyBase sdt-RD	Figure for sdt-RD							
													
Cluster-38	total=10	enrichmentScore=0.37139962439343693	phaseStdDev=4.684891824685279	"protein palmitoylation,protein-cysteine S-palmitoyltransferase activity,Zinc finger, DHHC-type, palmitoyltransferase,AcyltransferaseAnnotation Cluster 38"	Enrichment Score: 0.37139962439343693								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
GOTERM_BP_DIRECT	GO:0018345~protein palmitoylation	3	0.432276657	0.351571132	-2.371711333	3.703688138	"FBtr0082584, FBtr0080362, FBtr0087268"	566	24	10996	2.42844523	1	1
GOTERM_MF_DIRECT	GO:0019706~protein-cysteine S-palmitoyltransferase activity	3	0.432276657	0.359227988	-2.371711333	3.703688138	"FBtr0082584, FBtr0080362, FBtr0087268"	507	23	9284	2.388474402	1	1
INTERPRO	"IPR001594:Zinc finger, DHHC-type, palmitoyltransferase"	3	0.432276657	0.388190845	-2.371711333	3.703688138	"FBtr0082584, FBtr0080362, FBtr0087268"	611	24	10984	2.247135843	1	1
UP_KEYWORDS	Acyltransferase	9	1.296829971	0.666765071	1.8022258	4.684891825	"FBtr0082584, FBtr0080916, FBtr0080362, FBtr0087268, FBtr0335387, FBtr0302160, FBtr0080738, FBtr0071280, FBtr0073725, FBtr0079703"	694	178	13921	1.014223035	1	0.948
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0302160	fu12-RC	1.198151	0.050058	10	FlyBase fu12-RC	Figure for fu12-RC							
FBtr0080362	Patsas-RA	0.634581	0.047189	1.3	FlyBase Patsas-RA	Figure for Patsas-RA							
FBtr0080738	lace-RA	1.231745	0.029757	6.1	FlyBase lace-RA	Figure for lace-RA							
FBtr0087268	CG8314-RA	0.433681	0.03296	16.6	FlyBase CG8314-RA	Figure for CG8314-RA							
FBtr0082584	CG5196-RA	2.544086	0.005379	23	FlyBase CG5196-RA	Figure for CG5196-RA							
FBtr0080916	mdy-RB	1.641879	0.024683	23.9	FlyBase mdy-RB	Figure for mdy-RB							
FBtr0079703	fu12-RA	0.771223	0.045606	5.7	FlyBase fu12-RA	Figure for fu12-RA							
FBtr0071280	l(1)G0020-RA	1.401382	0.030408	21.8	FlyBase l(1)G0020-RA	Figure for l(1)G0020-RA							
FBtr0073725	CG32645-RB	0.577445	0.050058	1.6	FlyBase CG32645-RB	Figure for CG32645-RB							
FBtr0335387	FASN1-RC	1.288296	0.019558	4	FlyBase FASN1-RC	Figure for FASN1-RC							
													
Cluster-39	total=31	enrichmentScore=0.36708144151151534	phaseStdDev=4.717102899827031	"GTP binding,GTPase activity,P-loop containing nucleoside triphosphate hydrolase,Small GTP-binding protein domainAnnotation Cluster 39"	Enrichment Score: 0.36708144151151534								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
GOTERM_MF_DIRECT	GO:0005525~GTP binding	13	1.873198847	0.252038508	-2.647134929	4.441834028	"FBtr0076715, FBtr0075517, FBtr0112788, FBtr0301528, FBtr0299903, FBtr0073151, FBtr0086701, FBtr0334640, FBtr0084399, FBtr0075274, FBtr0088264, FBtr0072866, FBtr0074333, FBtr0079723"	507	176	9284	1.352564103	1	1
GOTERM_MF_DIRECT	GO:0003924~GTPase activity	10	1.44092219	0.300165745	-2.1129964	4.468665175	"FBtr0076715, FBtr0075517, FBtr0084399, FBtr0075274, FBtr0301528, FBtr0299903, FBtr0088264, FBtr0072866, FBtr0074333, FBtr0079723"	507	133	9284	1.376814818	1	1
INTERPRO	IPR027417:P-loop containing nucleoside triphosphate hydrolase	28	4.034582133	0.640265231	-1.463141897	4.793671764	"FBtr0075517, FBtr0081638, FBtr0112788, FBtr0339440, FBtr0301528, FBtr0310323, FBtr0334895, FBtr0084399, FBtr0084172, FBtr0077189, FBtr0074333, FBtr0072117, FBtr0072755, FBtr0079723, FBtr0336679, FBtr0076715, FBtr0110973, FBtr0113205, FBtr0299903, FBtr0089975, FBtr0334640, FBtr0114541, FBtr0075274, FBtr0088264, FBtr0331635, FBtr0082280, FBtr0072866, FBtr0076106, FBtr0079437"	611	512	10984	0.983121931	1	1
INTERPRO	IPR005225:Small GTP-binding protein domain	5	0.720461095	0.702241169	-0.4920562	5.216273078	"FBtr0076715, FBtr0075517, FBtr0301528, FBtr0299903, FBtr0079723"	611	85	10984	1.057475691	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0072866	HBS1-RA	0.059067	0.049729	20.6	FlyBase HBS1-RA	Figure for HBS1-RA							
FBtr0079437	ninaC-RA	2.628441	0.008018	10.4	FlyBase ninaC-RA	Figure for ninaC-RA							
FBtr0082280	CG14687-RA	1.719569	0.02813	3.6	FlyBase CG14687-RA	Figure for CG14687-RA							
FBtr0331635	CG5853-RB	0.200863	0.03836	16.9	FlyBase CG5853-RB	Figure for CG5853-RB							
FBtr0084399	fzo-RA	1.09296	0.041225	15.2	FlyBase fzo-RA	Figure for fzo-RA							
FBtr0086701	Pepck-RA	0.545392	0.042001	18	FlyBase Pepck-RA	Figure for Pepck-RA							
FBtr0081638	Dpck-RA	1.274237	0.037522	21.9	FlyBase Dpck-RA	Figure for Dpck-RA							
FBtr0072755	ABCB7-RB	0.811086	0.039622	22.1	FlyBase ABCB7-RB	Figure for ABCB7-RB							
FBtr0074333	CG4789-RA	0.423989	0.039811	23.5	FlyBase CG4789-RA	Figure for CG4789-RA							
FBtr0073151	Scsalpha-RA	0.497077	0.048636	20.5	FlyBase Scsalpha-RA	Figure for Scsalpha-RA							
FBtr0075274	CG7728-RA	1.379194	0.02037	21.2	FlyBase CG7728-RA	Figure for CG7728-RA							
FBtr0089975	sdt-RD	2.538139	0.009609	20.1	FlyBase sdt-RD	Figure for sdt-RD							
FBtr0110973	Mhcl-RF	2.370578	0.005379	19.2	FlyBase Mhcl-RF	Figure for Mhcl-RF							
